log	date	opponent	opponent_rank	player_1	player_2	winner_id	deck_name	game_start_time	game_end_time	game_duration_mins	match_id
Player_20210326a.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-26 13:57:47.000512	2021-03-26 14:03:23.914422	5.61523183333	036e1f63-a560-438d-9b62-2a084202360a
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-26 17:23:47.225446	2021-03-26 17:28:24.810026	4.62640966667	f45163ac-c47f-4207-8489-a69aa2ef84da
Player_20210326b.log	20210326	SlayerMA	Bronze	Enrico Suave#82067	SlayerMA#84967	Enrico Suave#82067	Company of Knights	2021-03-26 17:29:43.465179	2021-03-26 17:38:09.721088	8.43759848333	9a98d271-50d1-4ac8-be28-71cb1aa0c506
Player_20210326b.log	20210326	AtheistNerd	Mythic	AtheistNerd#07755	Enrico Suave#82067	AtheistNerd#07755	Company of Knights	2021-03-26 17:39:43.932600	2021-03-26 17:45:19.155092	5.58704153333	9d7a63a0-e346-4588-9e8e-52fb8e408f64
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Zend Warriors (large)	2021-03-26 17:46:42.675542	2021-03-26 17:50:52.225128	4.15915975	04159398-e11c-442c-8246-b65f428b979c
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (large)	2021-03-26 17:53:02.783932	2021-03-26 17:56:00.315060	2.95885211667	86b017c6-9f58-4d4a-9065-48805b3b1e06
Player_20210326b.log	20210326	A1RxS4MM4R1	Platinum	A1RxS4MM4R1#71195	Enrico Suave#82067	Enrico Suave#82067	Zend Warriors (large)	2021-03-26 17:57:24.849698	2021-03-26 18:02:50.280429	5.42384551667	2fed04ab-d466-44d6-9e35-ca62d4089ac7
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (large)	2021-03-26 18:07:02.888565	2021-03-26 18:15:12.408907	8.15867236667	90727687-dd1d-43c2-8247-bf82b000f760
Player_20210326b.log	20210326	OtanoJenkins	Platinum	Enrico Suave#82067	OtanoJenkins#91189	OtanoJenkins#91189	Zend Warriors (large)	2021-03-26 18:15:45.602890	2021-03-26 18:21:48.924066	6.05535293333	a3f39f0b-50dd-49c5-acc7-0d1b555808c7
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Zend Warriors (large)	2021-03-26 18:23:42.868111	2021-03-26 18:27:31.197432	3.80548868333	6f5364c7-3d32-4c37-a081-3f8d0da2fa18
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (large)	2021-03-26 18:28:17.717779	2021-03-26 18:34:14.413666	5.94493145	f96e5b03-a418-4ebd-b66b-98a4c91bd2bd
Player_20210326b.log	20210326	Un3xist	Bronze	Un3xist#81174	Enrico Suave#82067	Enrico Suave#82067	Zend Warriors (large)	2021-03-26 18:36:46.376750	2021-03-26 18:41:54.823894	5.14078571667	3b1eaf3c-ead4-42fc-8c6c-583d2d601178
Player_20210326b.log	20210326	Michael1959	Platinum	Enrico Suave#82067	Michael1959#65924	Michael1959#65924	Zend Warriors (large)	2021-03-26 18:42:36.649457	2021-03-26 18:49:41.113178	7.07439535	71dcd804-f498-473d-a80a-da80edc7111c
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (small)	2021-03-26 18:50:14.010223	2021-03-26 18:52:33.767553	2.32928883333	5957d01f-3f57-461b-977f-645a5c0402cf
Player_20210326b.log	20210326	Hellion	Bronze	Enrico Suave#82067	Hellion#03428	Enrico Suave#82067	Zend Warriors (small)	2021-03-26 18:53:57.189589	2021-03-26 19:02:21.854949	8.41108931667	854176e8-a9d1-408d-86ed-bdb10ca66cc7
Player_20210326b.log	20210326	welfare ninja	Bronze	Enrico Suave#82067	welfare ninja#52808	welfare ninja#52808	Zend Warriors (small)	2021-03-26 19:02:57.603998	2021-03-26 19:12:34.795981	9.61986636667	6f9c8fc7-3773-47dd-97ac-6ea6477bfc14
Player_20210326b.log	20210326	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (small)	2021-03-26 19:16:18.712869	2021-03-26 19:20:41.148682	4.37393021667	9a146c16-581b-481a-85e2-29ac0fa19e70
Player_20210326b.log	20210326	joesffseoj	Gold	Enrico Suave#82067	joesffseoj#89919	Enrico Suave#82067	Zend Warriors (small)	2021-03-26 19:21:58.381255	2021-03-26 19:31:53.271412	9.91483595	6859c5f4-2e3c-45de-a27e-2f321836b020
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-27 12:39:20.060113	2021-03-27 12:47:09.374695	7.8219097	e8bf96fc-69cd-4a2c-b319-a9f9033b49ea
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-27 13:36:43.517478	2021-03-27 13:40:45.263603	4.02910208333	76b4f5e1-1901-4ce1-85ce-16a6ce3782b3
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-27 13:55:26.007513	2021-03-27 14:00:56.471685	5.50773618333	9a767ebe-a4bb-4f1b-a8c2-68576776b5ee
Player_20210327.log	20210327	DarthMoustache	Bronze	Enrico Suave#82067	DarthMoustache#06315	DarthMoustache#06315	Goblins Everywhere!	2021-03-27 14:30:14.136622	2021-03-27 14:36:22.904000	6.14612296667	6e2864ec-b4e3-44dd-aa41-ef9a1801282a
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-27 14:38:41.014344	2021-03-27 14:44:00.261581	5.32078728333	2720d97f-3ece-4dd8-98d8-17d8cd8b6480
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Big Zend Warriors	2021-03-27 14:44:41.511157	2021-03-27 14:50:32.814092	5.85504891667	6f46f062-c1f6-40cd-8f62-84f73a809bcf
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-03-27 14:53:44.584470	2021-03-27 14:57:57.691287	4.21844693333	8637eefc-1f63-47ce-a326-a1602dc33448
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-03-27 16:23:56.149974	2021-03-27 16:33:18.656692	9.37511195	304e1312-2ad4-4a49-ba89-f082ef399b56
Player_20210327.log	20210327	DiegaZord	Platinum	Enrico Suave#82067	DiegaZord#81244	DiegaZord#81244	Big Zend Warriors	2021-03-27 16:36:39.703281	2021-03-27 16:46:29.325955	9.82704455	48546224-235f-4b63-9f32-778d782c7428
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	zend gobs (small)	2021-03-27 16:56:49.056192	2021-03-27 17:02:55.893168	6.11394958333	362cf18b-abd3-4282-ade2-34b3e21e09cb
Player_20210327.log	20210327	Liito8j	Bronze	Liito8j#08437	Enrico Suave#82067	Liito8j#08437	zend gobs (small)	2021-03-27 17:09:01.471193	2021-03-27 17:13:57.075565	4.92673951667	2c2ef7d9-26ca-487a-ab7b-2e29880dea0b
Player_20210327.log	20210327	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	zend gobs (small)	2021-03-27 17:20:51.500015	2021-03-27 17:26:38.653246	5.78588716667	60c7a11b-a753-4cf4-bf24-5bc41d6a319d
Player_20210327.log	20210327	BEASTLYHOBB1T	Silver	BEASTLYHOBB1T#79481	Enrico Suave#82067	Enrico Suave#82067	zend gobs (small)	2021-03-27 17:32:12.372519	2021-03-27 17:49:44.047453	17.52791555	10360e63-1483-4011-a72e-f64dc9347acc
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-28 12:36:04.896360	2021-03-28 12:47:58.057530	11.8860195	0a8c106a-faf1-4709-838d-07a2b0c9d848
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-28 13:53:49.780709	2021-03-28 14:00:05.855299	6.26790981667	5f7d164e-73ad-40d6-be91-4e5eb330ed53
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-28 14:36:19.328399	2021-03-28 14:40:06.847065	3.79197776667	0bedb4de-0a86-43e7-8350-08c720356e86
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-03-28 14:56:02.862222	2021-03-28 15:01:13.756384	5.18156935	27d538f7-25d9-4ecf-b12a-b8c0a1a6b597
Player_20210328.log	20210328	Teknomancer	Platinum	Enrico Suave#82067	Teknomancer#52187	Teknomancer#52187	Goblins Everywhere!	2021-03-28 15:16:04.538075	2021-03-28 15:22:10.531139	6.0998844	5f0bba91-96ce-4d6f-bbce-d78c8f877b2b
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-03-28 15:22:55.023997	2021-03-28 15:30:44.451828	7.82379716667	362c8da8-9fe8-4a5a-a80f-3fe6bcb31302
